H8XG83I	HG00591	data/crams/HG00591.final.cram	data/crams/HG00591.final.cram.crai
SURSA8S	HG00594	data/crams/HG00594.final.cram	data/crams/HG00594.final.cram.crai
W9NMM4S	HG00597	data/crams/HG00597.final.cram	data/crams/HG00597.final.cram.crai
4QNS4F7	HG00609	data/crams/HG00609.final.cram	data/crams/HG00609.final.cram.crai
CN6W324	HG00612	data/crams/HG00612.final.cram	data/crams/HG00612.final.cram.crai
ZHCWPS4	HG00615	data/crams/HG00615.final.cram	data/crams/HG00615.final.cram.crai
6HP2824	HG00621	data/crams/HG00621.final.cram	data/crams/HG00621.final.cram.crai
LGKC5AI	HG00627	data/crams/HG00627.final.cram	data/crams/HG00627.final.cram.crai
8PAV93K	HG00630	data/crams/HG00630.final.cram	data/crams/HG00630.final.cram.crai
JMSQR07	HG00635	data/crams/HG00635.final.cram	data/crams/HG00635.final.cram.crai
PLLKBNB	HG00636	data/crams/HG00636.final.cram	data/crams/HG00636.final.cram.crai
A7ZB5HF	HG00639	data/crams/HG00639.final.cram	data/crams/HG00639.final.cram.crai
KLTZVZH	HG00642	data/crams/HG00642.final.cram	data/crams/HG00642.final.cram.crai
8D6PFZK	HG00652	data/crams/HG00652.final.cram	data/crams/HG00652.final.cram.crai
FK9T1SC	HG00655	data/crams/HG00655.final.cram	data/crams/HG00655.final.cram.crai
2665BFO	HG00658	data/crams/HG00658.final.cram	data/crams/HG00658.final.cram.crai
3J1Z9Z8	HG00664	data/crams/HG00664.final.cram	data/crams/HG00664.final.cram.crai
DE7C1OT	HG00673	data/crams/HG00673.final.cram	data/crams/HG00673.final.cram.crai
DT796NF	HG00685	data/crams/HG00685.final.cram	data/crams/HG00685.final.cram.crai
CGEZD4N	HG00691	data/crams/HG00691.final.cram	data/crams/HG00691.final.cram.crai
5BKDR51	HG00694	data/crams/HG00694.final.cram	data/crams/HG00694.final.cram.crai
ELYZSJC	HG00700	data/crams/HG00700.final.cram	data/crams/HG00700.final.cram.crai
XE6SUEF	HG00702	data/crams/HG00702.final.cram	data/crams/HG00702.final.cram.crai
SL8J5XY	HG00703	data/crams/HG00703.final.cram	data/crams/HG00703.final.cram.crai
1CFJ2E9	HG00706	data/crams/HG00706.final.cram	data/crams/HG00706.final.cram.crai
Z67M3AG	HG00709	data/crams/HG00709.final.cram	data/crams/HG00709.final.cram.crai
GZWO9A3	HG00733	data/crams/HG00733.final.cram	data/crams/HG00733.final.cram.crai
7HR5K6V	HG00735	data/crams/HG00735.final.cram	data/crams/HG00735.final.cram.crai
SR7A1P3	HG00738	data/crams/HG00738.final.cram	data/crams/HG00738.final.cram.crai
8JX3LAS	HG00741	data/crams/HG00741.final.cram	data/crams/HG00741.final.cram.crai
RJAVDQY	HG01050	data/crams/HG01050.final.cram	data/crams/HG01050.final.cram.crai
L8634D3	HG01053	data/crams/HG01053.final.cram	data/crams/HG01053.final.cram.crai
DXVS48R	HG01056	data/crams/HG01056.final.cram	data/crams/HG01056.final.cram.crai
8NBFRL4	HG01062	data/crams/HG01062.final.cram	data/crams/HG01062.final.cram.crai
2UNDBXB	HG01068	data/crams/HG01068.final.cram	data/crams/HG01068.final.cram.crai
Y7E02H1	HG01071	data/crams/HG01071.final.cram	data/crams/HG01071.final.cram.crai
O46EACK	HG01074	data/crams/HG01074.final.cram	data/crams/HG01074.final.cram.crai
198V6P3	HG01081	data/crams/HG01081.final.cram	data/crams/HG01081.final.cram.crai
14K8TD6	HG01084	data/crams/HG01084.final.cram	data/crams/HG01084.final.cram.crai
KZAXCQX	HG01087	data/crams/HG01087.final.cram	data/crams/HG01087.final.cram.crai
12HRIQ1	HG01096	data/crams/HG01096.final.cram	data/crams/HG01096.final.cram.crai
MFC7AE4	HG01100	data/crams/HG01100.final.cram	data/crams/HG01100.final.cram.crai
X9V7UN1	HG01103	data/crams/HG01103.final.cram	data/crams/HG01103.final.cram.crai
SUBHQUB	HG01106	data/crams/HG01106.final.cram	data/crams/HG01106.final.cram.crai
RMDFRYN	HG01109	data/crams/HG01109.final.cram	data/crams/HG01109.final.cram.crai
1UOD27V	HG01114	data/crams/HG01114.final.cram	data/crams/HG01114.final.cram.crai
QVAXAYE	HG01126	data/crams/HG01126.final.cram	data/crams/HG01126.final.cram.crai
QJOY55T	HG01135	data/crams/HG01135.final.cram	data/crams/HG01135.final.cram.crai
NBLFN0Z	HG01138	data/crams/HG01138.final.cram	data/crams/HG01138.final.cram.crai
U1F31HK	HG01141	data/crams/HG01141.final.cram	data/crams/HG01141.final.cram.crai
KQKUUHT	HG01150	data/crams/HG01150.final.cram	data/crams/HG01150.final.cram.crai
H0OJMN1	HG01169	data/crams/HG01169.final.cram	data/crams/HG01169.final.cram.crai
U8SHGFJ	HG01172	data/crams/HG01172.final.cram	data/crams/HG01172.final.cram.crai
CBW6M8X	HG01175	data/crams/HG01175.final.cram	data/crams/HG01175.final.cram.crai
RV4T74V	HG01178	data/crams/HG01178.final.cram	data/crams/HG01178.final.cram.crai
VXG7D85	HG01184	data/crams/HG01184.final.cram	data/crams/HG01184.final.cram.crai
9NW3OXN	HG01189	data/crams/HG01189.final.cram	data/crams/HG01189.final.cram.crai
DDTXRKG	HG01192	data/crams/HG01192.final.cram	data/crams/HG01192.final.cram.crai
LYQPVHO	HG01199	data/crams/HG01199.final.cram	data/crams/HG01199.final.cram.crai
GW9KJMA	HG01206	data/crams/HG01206.final.cram	data/crams/HG01206.final.cram.crai
6HKBHAJ	HG01243	data/crams/HG01243.final.cram	data/crams/HG01243.final.cram.crai
V2ADSSD	HG01249	data/crams/HG01249.final.cram	data/crams/HG01249.final.cram.crai
8RHTXUR	HG01252	data/crams/HG01252.final.cram	data/crams/HG01252.final.cram.crai
YZI83TQ	HG01255	data/crams/HG01255.final.cram	data/crams/HG01255.final.cram.crai
FONQRJG	HG01258	data/crams/HG01258.final.cram	data/crams/HG01258.final.cram.crai
1BZHN7U	HG01261	data/crams/HG01261.final.cram	data/crams/HG01261.final.cram.crai
UX70EW9	HG01273	data/crams/HG01273.final.cram	data/crams/HG01273.final.cram.crai
E69ZGPP	HG01274	data/crams/HG01274.final.cram	data/crams/HG01274.final.cram.crai
BQUMPFE	HG01276	data/crams/HG01276.final.cram	data/crams/HG01276.final.cram.crai
RMCVIA5	HG01278	data/crams/HG01278.final.cram	data/crams/HG01278.final.cram.crai
KYIS2ID	HG01279	data/crams/HG01279.final.cram	data/crams/HG01279.final.cram.crai
SWRKZNT	HG01343	data/crams/HG01343.final.cram	data/crams/HG01343.final.cram.crai
YCE6SZ8	HG01346	data/crams/HG01346.final.cram	data/crams/HG01346.final.cram.crai
20W1XZ1	HG01347	data/crams/HG01347.final.cram	data/crams/HG01347.final.cram.crai
7ZIU4S9	HG01349	data/crams/HG01349.final.cram	data/crams/HG01349.final.cram.crai
2I8OPBH	HG01352	data/crams/HG01352.final.cram	data/crams/HG01352.final.cram.crai
DXGO7AN	HG01355	data/crams/HG01355.final.cram	data/crams/HG01355.final.cram.crai
UI3LQSX	HG01358	data/crams/HG01358.final.cram	data/crams/HG01358.final.cram.crai
871RGVL	HG01361	data/crams/HG01361.final.cram	data/crams/HG01361.final.cram.crai
5UV3CEW	HG01367	data/crams/HG01367.final.cram	data/crams/HG01367.final.cram.crai
9SI5CLS	HG01376	data/crams/HG01376.final.cram	data/crams/HG01376.final.cram.crai
JHHPHIP	HG01379	data/crams/HG01379.final.cram	data/crams/HG01379.final.cram.crai
FSBU6AQ	HG01385	data/crams/HG01385.final.cram	data/crams/HG01385.final.cram.crai
43HKZL7	HG01391	data/crams/HG01391.final.cram	data/crams/HG01391.final.cram.crai
92FKF5M	HG01433	data/crams/HG01433.final.cram	data/crams/HG01433.final.cram.crai
UTOGSH6	HG01439	data/crams/HG01439.final.cram	data/crams/HG01439.final.cram.crai
LEGN2OO	HG01457	data/crams/HG01457.final.cram	data/crams/HG01457.final.cram.crai
UJK9FU8	HG01463	data/crams/HG01463.final.cram	data/crams/HG01463.final.cram.crai
PLQSOJQ	HG01466	data/crams/HG01466.final.cram	data/crams/HG01466.final.cram.crai
QSFRRN5	HG01490	data/crams/HG01490.final.cram	data/crams/HG01490.final.cram.crai
H1LXMKL	HG01493	data/crams/HG01493.final.cram	data/crams/HG01493.final.cram.crai
8K1HODC	HG01496	data/crams/HG01496.final.cram	data/crams/HG01496.final.cram.crai
3GVQEPR	HG01499	data/crams/HG01499.final.cram	data/crams/HG01499.final.cram.crai
014EE92	HG01502	data/crams/HG01502.final.cram	data/crams/HG01502.final.cram.crai
23LB9D1	HG01505	data/crams/HG01505.final.cram	data/crams/HG01505.final.cram.crai
49CMZ1F	HG01508	data/crams/HG01508.final.cram	data/crams/HG01508.final.cram.crai
SCIYYZW	HG01511	data/crams/HG01511.final.cram	data/crams/HG01511.final.cram.crai
50P934M	HG01514	data/crams/HG01514.final.cram	data/crams/HG01514.final.cram.crai
YN7X9MD	HG01517	data/crams/HG01517.final.cram	data/crams/HG01517.final.cram.crai
5BQ75L8	HG01520	data/crams/HG01520.final.cram	data/crams/HG01520.final.cram.crai
9JHQPFU	HG01523	data/crams/HG01523.final.cram	data/crams/HG01523.final.cram.crai
PFEWTEK	HG01526	data/crams/HG01526.final.cram	data/crams/HG01526.final.cram.crai
H4HI67Y	HG01529	data/crams/HG01529.final.cram	data/crams/HG01529.final.cram.crai
7F3MQH7	HG01532	data/crams/HG01532.final.cram	data/crams/HG01532.final.cram.crai
JFXUCCL	HG01538	data/crams/HG01538.final.cram	data/crams/HG01538.final.cram.crai
2VVTKCV	HG01552	data/crams/HG01552.final.cram	data/crams/HG01552.final.cram.crai
047I0N0	HG01567	data/crams/HG01567.final.cram	data/crams/HG01567.final.cram.crai
ANVOW18	HG01573	data/crams/HG01573.final.cram	data/crams/HG01573.final.cram.crai
JPGW32Q	HG01579	data/crams/HG01579.final.cram	data/crams/HG01579.final.cram.crai
B6LRSN5	HG01601	data/crams/HG01601.final.cram	data/crams/HG01601.final.cram.crai
1FA9RA5	HG01604	data/crams/HG01604.final.cram	data/crams/HG01604.final.cram.crai
Y3BS7LG	HG01609	data/crams/HG01609.final.cram	data/crams/HG01609.final.cram.crai
U5DH25E	HG01611	data/crams/HG01611.final.cram	data/crams/HG01611.final.cram.crai
TSNIS9H	HG01614	data/crams/HG01614.final.cram	data/crams/HG01614.final.cram.crai
GSTWJP4	HG01616	data/crams/HG01616.final.cram	data/crams/HG01616.final.cram.crai
U5EJPQF	HG01621	data/crams/HG01621.final.cram	data/crams/HG01621.final.cram.crai
4MNCUE5	HG01622	data/crams/HG01622.final.cram	data/crams/HG01622.final.cram.crai
VT18GQ4	HG01627	data/crams/HG01627.final.cram	data/crams/HG01627.final.cram.crai
NQGU0CP	HG01629	data/crams/HG01629.final.cram	data/crams/HG01629.final.cram.crai
KWJHZFO	HG01633	data/crams/HG01633.final.cram	data/crams/HG01633.final.cram.crai
329X6Z3	HG01667	data/crams/HG01667.final.cram	data/crams/HG01667.final.cram.crai
NWT560A	HG01671	data/crams/HG01671.final.cram	data/crams/HG01671.final.cram.crai
37IQYAU	HG01674	data/crams/HG01674.final.cram	data/crams/HG01674.final.cram.crai
25FUIHM	HG01677	data/crams/HG01677.final.cram	data/crams/HG01677.final.cram.crai
C4IIVJD	HG01681	data/crams/HG01681.final.cram	data/crams/HG01681.final.cram.crai
YOAJQX3	HG01683	data/crams/HG01683.final.cram	data/crams/HG01683.final.cram.crai
Y9ZFSTR	HG01687	data/crams/HG01687.final.cram	data/crams/HG01687.final.cram.crai
TKIED5Y	HG01696	data/crams/HG01696.final.cram	data/crams/HG01696.final.cram.crai
EG1POSR	HG01698	data/crams/HG01698.final.cram	data/crams/HG01698.final.cram.crai
PCONMVW	HG01701	data/crams/HG01701.final.cram	data/crams/HG01701.final.cram.crai
96U4VIC	HG01703	data/crams/HG01703.final.cram	data/crams/HG01703.final.cram.crai
OGW2V4G	HG01706	data/crams/HG01706.final.cram	data/crams/HG01706.final.cram.crai
4MKVXB1	HG01711	data/crams/HG01711.final.cram	data/crams/HG01711.final.cram.crai
1GOKA6F	HG01748	data/crams/HG01748.final.cram	data/crams/HG01748.final.cram.crai
HU8NYP6	HG01755	data/crams/HG01755.final.cram	data/crams/HG01755.final.cram.crai
H35VKAB	HG01763	data/crams/HG01763.final.cram	data/crams/HG01763.final.cram.crai
BTX46FS	HG01772	data/crams/HG01772.final.cram	data/crams/HG01772.final.cram.crai
NBPFOXK	HG01774	data/crams/HG01774.final.cram	data/crams/HG01774.final.cram.crai
JLXI19K	HG01778	data/crams/HG01778.final.cram	data/crams/HG01778.final.cram.crai
6J12JY9	HG01780	data/crams/HG01780.final.cram	data/crams/HG01780.final.cram.crai
SG65BHX	HG01782	data/crams/HG01782.final.cram	data/crams/HG01782.final.cram.crai
2UI4CX6	HG01881	data/crams/HG01881.final.cram	data/crams/HG01881.final.cram.crai
UY29ZX9	HG01884	data/crams/HG01884.final.cram	data/crams/HG01884.final.cram.crai
FOK11BA	HG01887	data/crams/HG01887.final.cram	data/crams/HG01887.final.cram.crai
34U4XLY	HG01888	data/crams/HG01888.final.cram	data/crams/HG01888.final.cram.crai
JZQT7RS	HG01891	data/crams/HG01891.final.cram	data/crams/HG01891.final.cram.crai
H98BG15	HG01895	data/crams/HG01895.final.cram	data/crams/HG01895.final.cram.crai
K1VD5N9	HG01897	data/crams/HG01897.final.cram	data/crams/HG01897.final.cram.crai
CAIN3CR	HG01898	data/crams/HG01898.final.cram	data/crams/HG01898.final.cram.crai
2K1M54N	HG01916	data/crams/HG01916.final.cram	data/crams/HG01916.final.cram.crai
Y745PBP	HG01919	data/crams/HG01919.final.cram	data/crams/HG01919.final.cram.crai
LIJX1VM	HG01922	data/crams/HG01922.final.cram	data/crams/HG01922.final.cram.crai
37P0ANP	HG01925	data/crams/HG01925.final.cram	data/crams/HG01925.final.cram.crai
WHJRJ5I	HG01928	data/crams/HG01928.final.cram	data/crams/HG01928.final.cram.crai
JLF36M7	HG01934	data/crams/HG01934.final.cram	data/crams/HG01934.final.cram.crai
TUAKIGE	HG01937	data/crams/HG01937.final.cram	data/crams/HG01937.final.cram.crai
B0KJNTR	HG01940	data/crams/HG01940.final.cram	data/crams/HG01940.final.cram.crai
LI019SK	HG01943	data/crams/HG01943.final.cram	data/crams/HG01943.final.cram.crai
Z3ARVFI	HG01946	data/crams/HG01946.final.cram	data/crams/HG01946.final.cram.crai
KE5F4KT	HG01949	data/crams/HG01949.final.cram	data/crams/HG01949.final.cram.crai
H8ADV47	HG01952	data/crams/HG01952.final.cram	data/crams/HG01952.final.cram.crai
0YG9Q77	HG01955	data/crams/HG01955.final.cram	data/crams/HG01955.final.cram.crai
SVD2FO0	HG01959	data/crams/HG01959.final.cram	data/crams/HG01959.final.cram.crai
